Date,Adjusted Close Price,Close Price,High Price,Low Price,Open Price,Volume,MA 7 Days,MA 30 Days,MA 90 Days,Daily Return,Volatility 7,Volatility 30,RSI,MACD,MACD Signal,BB Upper,BB Lower
2021-06-11,1877.4000244140625,1877.4000244140625,1902.300048828125,1875.199951171875,1900.9000244140625,349,1887.8285609654015,1860.1800048828125,1790.618891059028,-0.0088691411629585,0.0093533070815503,0.0075378353096765,54.722931349952646,19.724030078383976,24.933952646193912,1918.2428785085733,1853.7971239328328
2021-06-14,1864.0,1864.0,1866.5999755859373,1846.5,1866.199951171875,41,1886.7999965122767,1863.4033365885416,1790.9722249348958,-0.0071375435388335,0.006410738169649,0.0077105534329214,49.39191871970238,16.433419572419552,23.233846031439043,1913.119793866804,1861.5302061331963
2021-06-15,1854.5,1854.5,1867.199951171875,1854.4000244140625,1866.4000244140625,78,1881.7571323939733,1865.5066691080729,1791.7011135525174,-0.0050965665236051,0.0045720804699054,0.0074743509462057,45.9725813899444,12.910195733588123,21.169115971868862,1914.9693702992467,1858.3806297007527
2021-06-16,1859.5,1859.5,1860.0999755859373,1809.199951171875,1859.4000244140625,117,1876.4285539899556,1868.2966674804688,1792.24111328125,0.0026961445133459,0.0043478429654824,0.0072403592674974,48.012514580354754,10.401570837254894,19.015606944946068,1915.862798966185,1856.6571961510024
2021-06-17,1773.800048828125,1773.800048828125,1823.300048828125,1769.5999755859375,1811.800048828125,1135,1859.5142822265625,1867.9533365885416,1791.5955579969618,-0.0460876317138343,0.0168946057411231,0.0112879953484327,28.29354157415584,1.4811242200091783,15.50871039995869,1938.2024569107616,1823.5675382064255
2021-06-18,1767.9000244140625,1767.9000244140625,1792.4000244140625,1767.9000244140625,1775.699951171875,354,1841.614292689732,1866.3666707356767,1790.8466688368055,-0.0033262060275397,0.0165899619300483,0.010790164279493,27.45746099907808,-5.995365809096938,11.207895158147563,1950.744694130292,1799.635298545489
2021-06-21,1781.800048828125,1781.800048828125,1785.199951171875,1766.800048828125,1768.800048828125,38,1825.557163783482,1864.72333984375,1790.1933363172743,0.0078624493591878,0.0175415102164726,0.0107689835689912,32.51689912297536,-10.675857578823525,6.831144610753347,1956.249039064547,1784.640963376859
2021-06-22,1776.300048828125,1776.300048828125,1786.9000244140625,1775.9000244140625,1783.4000244140625,101,1811.1143101283485,1862.6833414713544,1789.6533365885416,-0.0030867661069026,0.0176605740348649,0.0107443790290467,31.57840504222928,-14.659993779278238,2.5329169327470296,1959.780339559237,1770.279670206388
2021-06-23,1782.300048828125,1782.300048828125,1793.199951171875,1780.5999755859375,1780.699951171875,136,1799.4428885323662,1860.8966756184896,1789.216670735677,0.0033778077098844,0.0181604432839473,0.0107750732733779,33.82232401173744,-17.135770075597065,-1.4008204689217894,1959.208274630837,1759.2717424590069
2021-06-24,1775.5999755859375,1775.5999755859375,1786.4000244140625,1775.5999755859375,1778.9000244140625,78,1788.1714564732142,1859.330008951823,1788.9766710069443,-0.0037592285578361,0.0181814655815176,0.010723309102974,32.53901466557208,-19.41468019515969,-5.003592414169369,1957.2668966547697,1748.6431131108554
2021-06-25,1776.5999755859375,1776.5999755859375,1788.0,1775.199951171875,1777.699951171875,35,1776.3285958426338,1857.7566731770837,1789.0377821180557,0.0005631899153806,0.0180277547359994,0.0107228722540789,32.947941078191974,-20.899129090028964,-8.182699749341289,1954.4230703696835,1739.5769418373482
2021-06-28,1779.5999755859375,1779.5999755859375,1779.5999755859375,1779.5999755859375,1779.5999755859375,888,1777.1571568080358,1855.813338216146,1789.1066704644095,0.0016886187331002,0.0042728870275818,0.0106129573498087,34.23585721329624,-21.58467589837369,-10.86309497914777,1948.934482743207,1732.775527022418
2021-06-29,1762.800048828125,1762.800048828125,1777.0999755859375,1752.0999755859375,1776.800048828125,419,1776.4285888671875,1852.32333984375,1788.962226019965,-0.0094402826412048,0.0055985086942071,0.0102087941532944,30.68178017642961,-23.21597110612288,-13.333670204542791,1943.0905290160176,1724.6094831910134
2021-06-30,1770.800048828125,1770.800048828125,1770.800048828125,1759.199951171875,1761.0999755859375,51,1774.8571602957588,1849.0900065104167,1788.563338216146,0.0045382345010247,0.004875188144367,0.0102699212791275,34.18553928523508,-23.591305287623072,-15.385197221158847,1934.0515358708224,1719.978481219021
2021-07-01,1775.9000244140625,1775.9000244140625,1781.199951171875,1768.800048828125,1775.699951171875,44,1774.800013950893,1845.5766723632807,1788.246671549479,0.0028800403463464,0.0049449613652243,0.0101694275285273,36.392811184011485,-23.209688086357573,-16.950095394198595,1929.4791309721224,1715.02089344194
2021-07-02,1782.5999755859375,1782.5999755859375,1787.9000244140625,1778.300048828125,1778.699951171875,23,1774.8428606305804,1842.2700032552084,1788.0933376736111,0.0037727074045654,0.0049922343485309,0.0102148666591413,39.27416269169216,-22.1117333413265,-17.982422983624176,1920.740809916001,1713.0392071738424
2021-07-06,1793.5,1793.5,1809.800048828125,1786.699951171875,1786.699951171875,332,1777.4000069754463,1839.496671549479,1788.305559624566,0.0061146777534761,0.0051344890879433,0.0103129185665634,43.73930828918108,-20.130009205023043,-18.411940227903948,1909.2471858211068,1714.2028263859245
2021-07-07,1801.5,1801.5,1808.4000244140625,1797.199951171875,1798.699951171875,244,1780.9571533203125,1836.7266723632813,1789.121115451389,0.0044605519933091,0.0052332507588666,0.0103177760632471,46.82946391449778,-17.709797882220528,-18.271511758767264,1897.4893857224895,1716.8906313673542
2021-07-08,1799.5999755859375,1799.5999755859375,1818.5,1797.0,1797.0,148,1783.8142961774554,1833.443339029948,1789.9777818467885,-0.0010546902104149,0.0053617775592609,0.010189519063689,46.18069559802837,-15.763368760551655,-17.76988315912414,1883.74022359204,1721.27979593921
2021-07-09,1810.0,1810.0,1810.0999755859373,1798.800048828125,1803.5999755859373,218,1790.5571463448662,1830.4000040690105,1790.8322265625,0.0057790756585647,0.0024037876543358,0.0102638770491394,50.24396892531269,-13.229117572247103,-16.861730041748736,1867.994073935686,1728.6059504783764
2021-07-12,1805.5,1805.5,1805.5,1799.5,1802.5999755859373,147,1795.5142822265625,1827.393339029948,1791.8344482421876,-0.0024861878453038,0.0033259544889145,0.0102621235716893,48.53643755019847,-11.451808321327462,-15.779745697664485,1854.4090450522383,1735.0009769204175
2021-07-13,1809.4000244140625,1809.4000244140625,1812.0,1800.5999755859375,1808.0999755859373,78,1800.2999965122767,1824.2900065104168,1793.047782389323,0.0021600799856342,0.003333500501851,0.0102406718811249,50.11864170418364,-9.617711566678054,-14.5473388714672,1843.1373977441704,1740.8126266698923
2021-07-14,1824.300048828125,1824.300048828125,1829.0,1813.0999755859373,1813.0999755859373,707,1806.2571498325888,1821.670007324219,1794.4511162651909,0.0082347873400121,0.003947747730355,0.0103937612592903,55.71978556665306,-6.882531688076824,-13.014377434789123,1835.582373859188,1745.3476554376875
2021-07-15,1828.4000244140625,1828.4000244140625,1833.0,1823.4000244140625,1831.5999755859373,99,1811.2428676060267,1819.033341471354,1796.1255615234377,0.0022474239303842,0.0037567032232956,0.0103916825006186,57.14575837583829,-4.334087500686792,-11.27831944796866,1825.795665789169,1752.0243659491118
2021-07-16,1814.5,1814.5,1831.4000244140625,1814.5,1830.0999755859373,78,1813.1000104631696,1817.1433430989584,1797.2133395724827,-0.0076022884644825,0.0052985396089572,0.0099202755572576,51.13364382441242,-3.3968857401705463,-9.702032706409035,1828.751012244541,1753.139014610928
2021-07-19,1808.699951171875,1808.699951171875,1813.4000244140625,1803.300048828125,1803.300048828125,33,1814.4000069754463,1814.4400065104169,1798.1822279188368,-0.0031964997674979,0.0054977404209018,0.0097094796791594,48.82535866944883,-3.0865818657682667,-8.378942538280883,1829.9915019721768,1755.9785175590732
2021-07-20,1810.9000244140625,1810.9000244140625,1824.0,1810.9000244140625,1812.9000244140625,128,1814.5285818917407,1811.5766723632807,1799.166672092014,0.0012163837571632,0.0050523044885747,0.0096748191970294,49.7519581059507,-2.6327871543583115,-7.229711461496369,1831.8590045145977,1757.0210125752462
2021-07-21,1802.9000244140625,1802.9000244140625,1807.0,1800.0,1807.0,135,1814.157156808036,1808.600008138021,1800.093339029948,-0.0044176928003457,0.0052642379227729,0.0096882385187101,46.4578782228783,-2.885423353061242,-6.360853839809344,1832.397980491768,1759.1420341566698
2021-07-22,1805.0,1805.0,1805.0,1793.5999755859375,1793.5999755859375,2,1813.5285818917407,1805.660009765625,1800.9388943142362,0.0011647765031341,0.0052031452536442,0.0096936717494991,47.44160609445908,-2.882955959399851,-5.665274263727446,1833.1983394927972,1760.6116702728275
2021-07-23,1801.4000244140625,1801.4000244140625,1801.4000244140625,1800.0,1800.0,1,1810.2571498325888,1802.5666788736976,1801.7255615234376,-0.0019944463079986,0.0035771719418152,0.0096860281478407,45.885203125693394,-3.1353461568692182,-5.159288642355801,1833.1780017267297,1763.2120129217078
2021-07-26,1798.699951171875,1798.699951171875,1802.5,1797.199951171875,1802.5,17,1806.0142822265625,1799.9433430989584,1802.524449327257,-0.0014988748782024,0.0031224969946755,0.0095889779099921,44.70069613898817,-3.51274778210518,-4.829980470305676,1832.8515742138068,1765.7484379932246
2021-07-27,1799.5,1799.5,1803.699951171875,1799.5,1803.699951171875,1,1803.8714250837052,1797.7933430989583,1803.2722276475693,0.000444792822507,0.0022058425157851,0.0095317703278812,45.15249741917712,-3.704579943427234,-4.604900364929988,1832.6081218750587,1767.9818927733786
2021-07-28,1799.5,1799.5,1799.5,1799.5,1799.5,209783,1802.5571463448664,1795.960009765625,1803.9177829318576,0.0,0.0020445296233868,0.0095039804039502,45.15249741917712,-3.812658361062177,-4.446451964156426,1829.5092037867228,1774.7508059789022
2021-07-29,1831.199951171875,1831.199951171875,1832.5999755859373,1806.0999755859373,1806.5999755859373,30496,1805.4571358816963,1795.0166748046877,1804.955559624566,0.0176159773114059,0.0072953098495386,0.0100750160105426,60.123635518921375,-1.3251150522096395,-3.822184581767069,1831.338512305219,1778.9614876947812
2021-07-30,1812.5999755859373,1812.5999755859373,1830.5,1808.9000244140625,1828.0,3100,1806.842843191964,1796.3100056966146,1805.9322265625,-0.0101572608573052,0.0083349820916029,0.0056105366222511,51.27906895352872,-0.8448428193407835,-3.2267162292818123,1829.620313449719,1784.3496816674683
2021-08-02,1818.0999755859373,1818.0999755859373,1818.699951171875,1804.800048828125,1812.4000244140625,1334,1808.7142682756696,1797.9833374023438,1806.878892686632,0.0030343153889882,0.0083785910124101,0.0055717537035378,53.45928423011255,-0.0201868782687597,-2.585410359079202,1828.8979645234915,1788.622030593696
2021-08-03,1810.0999755859373,1810.0999755859373,1813.5,1806.0,1812.300048828125,3341,1809.9571184430804,1798.926668294271,1807.825558810764,-0.0044001980679977,0.0085720367234952,0.0054963550710476,49.9574465409113,-0.0120355070209825,-2.070735388667558,1828.4729972834464,1790.7069953923346
2021-08-04,1810.5,1810.5,1831.300048828125,1806.300048828125,1809.300048828125,2860,1811.6428397042407,1800.0666666666666,1808.695559353299,0.000220995756841,0.0085223483602204,0.0054541078784474,50.13334591588802,0.0263988311983212,-1.6513085446943825,1828.5557663163029,1791.5242263594787
2021-08-05,1805.0999755859373,1805.0999755859373,1813.699951171875,1796.0,1810.800048828125,588,1812.442836216518,1800.8266642252604,1809.728892686632,-0.002982614976008,0.0086546804731221,0.0054680287843564,47.6960879263046,-0.3745608152639761,-1.3959589988083012,1828.35975159362,1792.2702410821614
2021-08-06,1760.0,1760.0,1800.0999755859375,1758.4000244140625,1799.800048828125,859,1806.7999790736608,1800.3066650390624,1810.57444797092,-0.0249847521998319,0.0129631647987562,0.0071457052524478,33.185420138121714,-4.282153339259367,-1.9731978668985144,1836.2212125413373,1779.4087801344435
2021-08-09,1723.4000244140625,1723.4000244140625,1753.800048828125,1692.5999755859375,1753.5,1621,1791.3999895368304,1798.5333333333333,1810.6811143663197,-0.0207954406738281,0.0106612377757132,0.008064812495133,26.21519374681816,-10.21451415734441,-3.621461124987694,1850.2246695928684,1757.1953255243193
2021-08-10,1728.800048828125,1728.800048828125,1735.199951171875,1720.0999755859375,1728.5999755859375,1363,1779.428571428571,1796.8400024414063,1810.7066704644096,0.0031333551918095,0.0114852902157274,0.0080855917963795,28.598110546668053,-14.31519929908336,-5.760208759806828,1856.37634748403,1742.983650074564
2021-08-11,1750.4000244140625,1750.4000244140625,1752.199951171875,1727.300048828125,1727.300048828125,542,1769.7571498325892,1796.426668294271,1810.966670735677,0.0124942011660511,0.013241399515191,0.0082792011928931,37.31828244885847,-15.641775653429704,-7.736522138531403,1855.3511295040976,1736.6188656130898
2021-08-12,1749.0,1749.0,1752.4000244140625,1745.5,1749.699951171875,739,1761.0285818917412,1795.7,1811.0500040690104,-0.0007998311211925,0.0133530186391375,0.0082310351626803,37.00284194709658,-16.614545107632694,-9.51212673235166,1852.7822999584191,1731.247692717362
2021-08-13,1775.199951171875,1775.199951171875,1777.300048828125,1757.4000244140625,1758.300048828125,436,1755.9857177734375,1795.6766642252603,1811.440003797743,0.0149799606471554,0.0153036924905517,0.0086804691611787,46.17243564350227,-15.097322277611966,-10.629165841403722,1850.321498953025,1729.778488839944
2021-08-16,1786.9000244140625,1786.9000244140625,1787.800048828125,1771.9000244140625,1776.9000244140625,219,1753.3857247488838,1795.819999186198,1811.77444797092,0.0065908481095122,0.0156977480139908,0.008737503189602,49.69389446365139,-12.80322649941445,-11.06397797300587,1848.628433385146,1729.2915617320416
2021-08-17,1785.0,1785.0,1794.199951171875,1780.0,1787.699951171875,200,1756.9571533203125,1795.5366658528646,1812.2377807617188,-0.0010633076210772,0.0118165238556543,0.0086655956746004,49.131766041217865,-11.011521196257265,-11.053486617656148,1846.490819594263,1728.8391730815183
2021-08-18,1781.5999755859375,1781.5999755859375,1791.5,1779.0,1787.800048828125,263,1765.2714320591515,1794.8733317057292,1812.7977810329864,-0.0019047755821078,0.006825241949021,0.0086273688187856,48.08358360905471,-9.75350307785402,-10.793489909695722,1845.05404628156,1728.1459415114089
2021-08-19,1780.199951171875,1780.199951171875,1789.300048828125,1775.5,1780.0,245,1772.6142752511162,1794.2266642252605,1813.175558810764,-0.0007858242216253,0.0071360955348073,0.0086267340371426,47.63295343487823,-8.768408173926446,-10.388473562541868,1843.249592252388,1727.4703906577688
2021-08-20,1781.0,1781.0,1787.5,1778.199951171875,1784.0999755859375,235,1776.985700334821,1793.2599975585938,1813.6877807617188,0.000449415150022,0.006197767462966,0.0085512405372904,47.93324939090158,-7.832863733859995,-9.877351596805497,1841.7803039882488,1726.8996764805006
2021-08-23,1803.199951171875,1803.199951171875,1804.800048828125,1776.800048828125,1776.800048828125,32,1784.728550502232,1793.183329264323,1814.1077799479167,0.0124648799392896,0.0069985095283583,0.008861700159443,55.55020424840589,-5.239687640509146,-8.949818805546226,1842.2632144170225,1726.8667660517278
2021-08-24,1805.5999755859373,1805.5999755859373,1805.5999755859373,1801.0,1801.0,22,1789.0714111328125,1793.056660970052,1814.4033352322049,0.0013309807448158,0.0052357153273215,0.0088560081644844,56.29460074810444,-2.956830490003995,-7.75122114243778,1842.9440468641249,1726.7959311632187
2021-08-25,1788.199951171875,1788.199951171875,1792.9000244140625,1784.0,1792.0,812,1789.257114955357,1791.8533243815104,1814.612223307292,-0.0096366995177965,0.0065253946849523,0.0088817923641644,49.78503191121526,-2.5226072570833367,-6.705498365366892,1842.017459829661,1726.59251331487
2021-08-26,1792.199951171875,1792.199951171875,1792.199951171875,1781.0,1787.4000244140625,61,1790.285679408482,1790.6466552734375,1814.7777777777776,0.0022368863154138,0.0065446659818672,0.0088816749449451,51.182543586304114,-1.834567889329719,-5.731312270159457,1836.0965730926848,1728.6134000518468
2021-08-27,1816.5999755859373,1816.5999755859373,1816.5999755859373,1803.0999755859373,1803.4000244140625,1219,1795.285679408482,1790.7166544596355,1815.047776963976,0.0136145659406519,0.0080197043595605,0.009147920508823,58.72810585812467,0.6718417439562927,-4.450681467336308,1836.772973478398,1728.3369996661331
2021-08-30,1809.0,1809.0,1820.300048828125,1807.800048828125,1818.199951171875,684,1799.3999720982142,1790.7266560872397,1815.3566663953995,-0.0041836263833957,0.0083688867600366,0.0091618736124784,55.83331942523775,2.021630820228438,-3.156219009823359,1835.2595636644808,1728.9404119214562
2021-08-31,1815.0,1815.0,1815.9000244140625,1801.0999755859375,1815.9000244140625,82,1804.257114955357,1790.8633219401042,1815.7788886176213,0.0033167495854062,0.0083318633204649,0.0091791327992191,57.60979714921956,3.5347518250546277,-1.818024842847762,1836.0607474259832,1728.6292306013606
2021-09-01,1813.0999755859373,1813.0999755859373,1815.9000244140625,1809.5,1813.5,114,1805.6714041573664,1791.2033203125,1816.155555555556,-0.001046845407197,0.0071887137454141,0.0091422764119822,56.83025920932235,4.528394518596542,-0.5487409705589013,1836.474506440484,1728.4754691454536
